Simulation started: 14:50:07.959749300
Task number: 1000
Queue number: 20
Time limit: 200
Tasks:
Task{ID=242, arrivalTime=10, serviceTime=8}
TASK END: Task{ID=692, arrivalTime=10, serviceTime=6} at queue: 7 at time: 14:50:24.574084200
TASK START: Task{ID=188, arrivalTime=12, serviceTime=4} at queue: 3 at time: 14:50:24.574084200
TASK START: Task{ID=535, arrivalTime=12, serviceTime=8} at queue: 7 at time: 14:50:24.574084200
TASK END: Task{ID=876, arrivalTime=11, serviceTime=3} at queue: 14 at time: 14:50:25.553732600
TASK END: Task{ID=648, arrivalTime=11, serviceTime=6} at queue: 19 at time: 14:50:25.553732600
Time = 17
TASK START: Task{ID=721, arrivalTime=12, serviceTime=4} at queue: 14 at time: 14:50:25.553732600
TASK START: Task{ID=902, arrivalTime=12, serviceTime=6} at queue: 19 at time: 14:50:25.553732600
TASK END: Task{ID=323, arrivalTime=11, serviceTime=6} at queue: 15 at time: 14:50:25.553732600
TASK START: Task{ID=880, arrivalTime=12, serviceTime=3} at queue: 15 at time: 14:50:25.553732600
TASK END: Task{ID=672, arrivalTime=11, serviceTime=4} at queue: 6 at time: 14:50:25.569692600
TASK END: Task{ID=355, arrivalTime=10, serviceTime=7} at queue: 1 at time: 14:50:25.569692600
TASK START: Task{ID=995, arrivalTime=12, serviceTime=5} at queue: 6 at time: 14:50:25.569692600
TASK START: Task{ID=920, arrivalTime=12, serviceTime=7} at queue: 1 at time: 14:50:25.569692600
Time = 18
TASK END: Task{ID=83, arrivalTime=11, serviceTime=7} at queue: 12 at time: 14:50:26.564488200
TASK END: Task{ID=328, arrivalTime=11, serviceTime=7} at queue: 16 at time: 14:50:26.564488200
TASK START: Task{ID=44, arrivalTime=13, serviceTime=8} at queue: 16 at time: 14:50:26.564488200
TASK START: Task{ID=18, arrivalTime=13, serviceTime=6} at queue: 12 at time: 14:50:26.564488200
TASK END: Task{ID=408, arrivalTime=10, serviceTime=8} at queue: 2 at time: 14:50:26.564488200
TASK START: Task{ID=76, arrivalTime=13, serviceTime=7} at queue: 2 at time: 14:50:26.564488200
TASK END: Task{ID=242, arrivalTime=10, serviceTime=8} at queue: 0 at time: 14:50:26.580423100
TASK START: Task{ID=61, arrivalTime=13, serviceTime=6} at queue: 0 at time: 14:50:26.580423100
Time = 19
TASK END: Task{ID=338, arrivalTime=12, serviceTime=3} at queue: 4 at time: 14:50:27.572998400
TASK END: Task{ID=827, arrivalTime=11, serviceTime=5} at queue: 11 at time: 14:50:27.572998400
TASK START: Task{ID=875, arrivalTime=13, serviceTime=3} at queue: 4 at time: 14:50:27.572998400
TASK START: Task{ID=157, arrivalTime=13, serviceTime=4} at queue: 11 at time: 14:50:27.572998400
TASK END: Task{ID=832, arrivalTime=11, serviceTime=5} at queue: 13 at time: 14:50:27.572998400
TASK END: Task{ID=989, arrivalTime=11, serviceTime=3} at queue: 17 at time: 14:50:27.572998400
TASK START: Task{ID=549, arrivalTime=13, serviceTime=3} at queue: 13 at time: 14:50:27.572998400
TASK START: Task{ID=657, arrivalTime=13, serviceTime=8} at queue: 17 at time: 14:50:27.572998400
TASK END: Task{ID=712, arrivalTime=12, serviceTime=3} at queue: 10 at time: 14:50:27.588928500
TASK START: Task{ID=64, arrivalTime=14, serviceTime=4} at queue: 10 at time: 14:50:27.588928500
TASK END: Task{ID=880, arrivalTime=12, serviceTime=3} at queue: 15 at time: 14:50:28.567449100
TASK START: Task{ID=70, arrivalTime=14, serviceTime=6} at queue: 15 at time: 14:50:28.567449100
Time = 20
TASK END: Task{ID=423, arrivalTime=12, serviceTime=4} at queue: 5 at time: 14:50:28.599339800
TASK START: Task{ID=366, arrivalTime=14, serviceTime=4} at queue: 5 at time: 14:50:28.599339800
TASK END: Task{ID=188, arrivalTime=12, serviceTime=4} at queue: 3 at time: 14:50:28.615293100
TASK START: Task{ID=266, arrivalTime=14, serviceTime=4} at queue: 3 at time: 14:50:28.615293100
TASK END: Task{ID=721, arrivalTime=12, serviceTime=4} at queue: 14 at time: 14:50:29.574140200
TASK START: Task{ID=387, arrivalTime=14, serviceTime=6} at queue: 14 at time: 14:50:29.574140200
Time = 21
Time = 22
TASK END: Task{ID=875, arrivalTime=13, serviceTime=3} at queue: 4 at time: 14:50:30.593816
TASK END: Task{ID=549, arrivalTime=13, serviceTime=3} at queue: 13 at time: 14:50:30.593816
TASK START: Task{ID=545, arrivalTime=14, serviceTime=8} at queue: 4 at time: 14:50:30.593816
TASK START: Task{ID=464, arrivalTime=14, serviceTime=3} at queue: 13 at time: 14:50:30.593816
TASK END: Task{ID=995, arrivalTime=12, serviceTime=5} at queue: 6 at time: 14:50:30.608764300
TASK START: Task{ID=654, arrivalTime=14, serviceTime=5} at queue: 6 at time: 14:50:30.608764300
TASK END: Task{ID=167, arrivalTime=12, serviceTime=7} at queue: 18 at time: 14:50:31.588696900
TASK START: Task{ID=831, arrivalTime=14, serviceTime=6} at queue: 18 at time: 14:50:31.588696900
Time = 23
TASK END: Task{ID=602, arrivalTime=12, serviceTime=7} at queue: 9 at time: 14:50:31.604642600
TASK END: Task{ID=157, arrivalTime=13, serviceTime=4} at queue: 11 at time: 14:50:31.604642600
TASK END: Task{ID=902, arrivalTime=12, serviceTime=6} at queue: 19 at time: 14:50:31.604642600
TASK START: Task{ID=854, arrivalTime=14, serviceTime=7} at queue: 19 at time: 14:50:31.604642600
TASK START: Task{ID=924, arrivalTime=14, serviceTime=8} at queue: 9 at time: 14:50:31.604642600
TASK START: Task{ID=696, arrivalTime=14, serviceTime=8} at queue: 11 at time: 14:50:31.604642600
TASK END: Task{ID=64, arrivalTime=14, serviceTime=4} at queue: 10 at time: 14:50:31.620590300
TASK START: Task{ID=994, arrivalTime=14, serviceTime=8} at queue: 10 at time: 14:50:31.620590300
TASK END: Task{ID=589, arrivalTime=12, serviceTime=8} at queue: 8 at time: 14:50:32.619420100
TASK END: Task{ID=18, arrivalTime=13, serviceTime=6} at queue: 12 at time: 14:50:32.619420100
Time = 24
TASK START: Task{ID=11, arrivalTime=15, serviceTime=4} at queue: 12 at time: 14:50:32.619420100
TASK START: Task{ID=811, arrivalTime=15, serviceTime=8} at queue: 8 at time: 14:50:32.619420100
TASK END: Task{ID=366, arrivalTime=14, serviceTime=4} at queue: 5 at time: 14:50:32.635364700
TASK END: Task{ID=920, arrivalTime=12, serviceTime=7} at queue: 1 at time: 14:50:32.635364700
TASK END: Task{ID=61, arrivalTime=13, serviceTime=6} at queue: 0 at time: 14:50:32.635364700
TASK START: Task{ID=187, arrivalTime=15, serviceTime=5} at queue: 5 at time: 14:50:32.635364700
TASK START: Task{ID=35, arrivalTime=15, serviceTime=4} at queue: 0 at time: 14:50:32.635364700
TASK START: Task{ID=108, arrivalTime=15, serviceTime=7} at queue: 1 at time: 14:50:32.635364700
TASK END: Task{ID=535, arrivalTime=12, serviceTime=8} at queue: 7 at time: 14:50:32.651396700
TASK END: Task{ID=266, arrivalTime=14, serviceTime=4} at queue: 3 at time: 14:50:32.651396700
TASK START: Task{ID=215, arrivalTime=15, serviceTime=8} at queue: 7 at time: 14:50:32.651396700
TASK START: Task{ID=161, arrivalTime=15, serviceTime=6} at queue: 3 at time: 14:50:32.651396700
Time = 25
TASK END: Task{ID=464, arrivalTime=14, serviceTime=3} at queue: 13 at time: 14:50:33.628180600
TASK END: Task{ID=76, arrivalTime=13, serviceTime=7} at queue: 2 at time: 14:50:33.628180600
TASK START: Task{ID=41, arrivalTime=16, serviceTime=3} at queue: 2 at time: 14:50:33.628180600
TASK START: Task{ID=885, arrivalTime=15, serviceTime=6} at queue: 13 at time: 14:50:33.628180600
TASK END: Task{ID=44, arrivalTime=13, serviceTime=8} at queue: 16 at time: 14:50:34.618849900
TASK END: Task{ID=70, arrivalTime=14, serviceTime=6} at queue: 15 at time: 14:50:34.618849900
TASK START: Task{ID=141, arrivalTime=16, serviceTime=5} at queue: 16 at time: 14:50:34.618849900
TASK START: Task{ID=94, arrivalTime=16, serviceTime=4} at queue: 15 at time: 14:50:34.618849900
Time = 26
TASK END: Task{ID=387, arrivalTime=14, serviceTime=6} at queue: 14 at time: 14:50:35.626600600
TASK START: Task{ID=312, arrivalTime=16, serviceTime=7} at queue: 14 at time: 14:50:35.626600600
TASK END: Task{ID=657, arrivalTime=13, serviceTime=8} at queue: 17 at time: 14:50:35.642543800
Time = 27
TASK START: Task{ID=482, arrivalTime=16, serviceTime=4} at queue: 17 at time: 14:50:35.642543800
TASK END: Task{ID=654, arrivalTime=14, serviceTime=5} at queue: 6 at time: 14:50:35.658665
TASK START: Task{ID=698, arrivalTime=16, serviceTime=8} at queue: 6 at time: 14:50:35.658665
Time = 28
TASK END: Task{ID=41, arrivalTime=16, serviceTime=3} at queue: 2 at time: 14:50:36.653195100
TASK START: Task{ID=747, arrivalTime=16, serviceTime=8} at queue: 2 at time: 14:50:36.653195100
TASK END: Task{ID=11, arrivalTime=15, serviceTime=4} at queue: 12 at time: 14:50:36.653195100
TASK START: Task{ID=705, arrivalTime=16, serviceTime=3} at queue: 12 at time: 14:50:36.653195100
TASK END: Task{ID=35, arrivalTime=15, serviceTime=4} at queue: 0 at time: 14:50:36.669232
TASK START: Task{ID=713, arrivalTime=16, serviceTime=7} at queue: 0 at time: 14:50:36.669232
TASK END: Task{ID=831, arrivalTime=14, serviceTime=6} at queue: 18 at time: 14:50:37.647162300
TASK START: Task{ID=748, arrivalTime=16, serviceTime=3} at queue: 18 at time: 14:50:37.647162300
Time = 29
TASK END: Task{ID=187, arrivalTime=15, serviceTime=5} at queue: 5 at time: 14:50:37.678740900
TASK START: Task{ID=758, arrivalTime=16, serviceTime=3} at queue: 5 at time: 14:50:37.678740900
TASK END: Task{ID=545, arrivalTime=14, serviceTime=8} at queue: 4 at time: 14:50:38.658799900
TASK END: Task{ID=94, arrivalTime=16, serviceTime=4} at queue: 15 at time: 14:50:38.658799900
TASK START: Task{ID=123, arrivalTime=17, serviceTime=7} at queue: 4 at time: 14:50:38.658799900
TASK START: Task{ID=879, arrivalTime=16, serviceTime=3} at queue: 15 at time: 14:50:38.658799900
TASK END: Task{ID=854, arrivalTime=14, serviceTime=7} at queue: 19 at time: 14:50:38.674841600
Time = 30
TASK START: Task{ID=991, arrivalTime=16, serviceTime=7} at queue: 19 at time: 14:50:38.674841600
TASK END: Task{ID=161, arrivalTime=15, serviceTime=6} at queue: 3 at time: 14:50:38.706409200
TASK START: Task{ID=59, arrivalTime=17, serviceTime=3} at queue: 3 at time: 14:50:38.706409200
TASK END: Task{ID=141, arrivalTime=16, serviceTime=5} at queue: 16 at time: 14:50:39.652738300
TASK START: Task{ID=771, arrivalTime=17, serviceTime=8} at queue: 16 at time: 14:50:39.652738300
Time = 31
TASK END: Task{ID=482, arrivalTime=16, serviceTime=4} at queue: 17 at time: 14:50:39.684723200
TASK END: Task{ID=696, arrivalTime=14, serviceTime=8} at queue: 11 at time: 14:50:39.684723200
TASK START: Task{ID=782, arrivalTime=17, serviceTime=3} at queue: 17 at time: 14:50:39.684723200
TASK END: Task{ID=705, arrivalTime=16, serviceTime=3} at queue: 12 at time: 14:50:39.684723200
TASK START: Task{ID=191, arrivalTime=17, serviceTime=6} at queue: 11 at time: 14:50:39.684723200
TASK END: Task{ID=924, arrivalTime=14, serviceTime=8} at queue: 9 at time: 14:50:39.684723200
TASK START: Task{ID=248, arrivalTime=17, serviceTime=7} at queue: 12 at time: 14:50:39.684723200
TASK START: Task{ID=985, arrivalTime=17, serviceTime=4} at queue: 9 at time: 14:50:39.684723200
TASK END: Task{ID=885, arrivalTime=15, serviceTime=6} at queue: 13 at time: 14:50:39.684723200
TASK START: Task{ID=661, arrivalTime=17, serviceTime=4} at queue: 13 at time: 14:50:39.684723200
TASK END: Task{ID=994, arrivalTime=14, serviceTime=8} at queue: 10 at time: 14:50:39.700414500
TASK END: Task{ID=108, arrivalTime=15, serviceTime=7} at queue: 1 at time: 14:50:39.700414500
TASK START: Task{ID=77, arrivalTime=18, serviceTime=5} at queue: 10 at time: 14:50:39.700414500
TASK START: Task{ID=838, arrivalTime=17, serviceTime=4} at queue: 1 at time: 14:50:39.700414500
TASK END: Task{ID=748, arrivalTime=16, serviceTime=3} at queue: 18 at time: 14:50:40.681251400
TASK START: Task{ID=168, arrivalTime=18, serviceTime=8} at queue: 18 at time: 14:50:40.681251400
TASK END: Task{ID=811, arrivalTime=15, serviceTime=8} at queue: 8 at time: 14:50:40.685236200
TASK START: Task{ID=331, arrivalTime=18, serviceTime=8} at queue: 8 at time: 14:50:40.685236200
Time = 32
TASK END: Task{ID=758, arrivalTime=16, serviceTime=3} at queue: 5 at time: 14:50:40.712838700
TASK START: Task{ID=183, arrivalTime=18, serviceTime=4} at queue: 5 at time: 14:50:40.712838700
TASK END: Task{ID=215, arrivalTime=15, serviceTime=8} at queue: 7 at time: 14:50:40.728779200
TASK START: Task{ID=240, arrivalTime=18, serviceTime=7} at queue: 7 at time: 14:50:40.728779200
TASK END: Task{ID=879, arrivalTime=16, serviceTime=3} at queue: 15 at time: 14:50:41.688881700
TASK START: Task{ID=430, arrivalTime=18, serviceTime=6} at queue: 15 at time: 14:50:41.688881700
Time = 33
TASK END: Task{ID=59, arrivalTime=17, serviceTime=3} at queue: 3 at time: 14:50:41.736428200
TASK START: Task{ID=472, arrivalTime=18, serviceTime=5} at queue: 3 at time: 14:50:41.736428200
TASK END: Task{ID=312, arrivalTime=16, serviceTime=7} at queue: 14 at time: 14:50:42.701989500
TASK START: Task{ID=677, arrivalTime=18, serviceTime=3} at queue: 14 at time: 14:50:42.701989500
TASK END: Task{ID=782, arrivalTime=17, serviceTime=3} at queue: 17 at time: 14:50:42.717943500
Time = 34
TASK START: Task{ID=816, arrivalTime=18, serviceTime=4} at queue: 17 at time: 14:50:42.717943500
TASK END: Task{ID=985, arrivalTime=17, serviceTime=4} at queue: 9 at time: 14:50:43.729564900
TASK START: Task{ID=80, arrivalTime=19, serviceTime=6} at queue: 9 at time: 14:50:43.729564900
TASK END: Task{ID=661, arrivalTime=17, serviceTime=4} at queue: 13 at time: 14:50:43.729564900
TASK START: Task{ID=850, arrivalTime=18, serviceTime=8} at queue: 13 at time: 14:50:43.729564900
Time = 35
TASK END: Task{ID=713, arrivalTime=16, serviceTime=7} at queue: 0 at time: 14:50:43.745517700
TASK END: Task{ID=838, arrivalTime=17, serviceTime=4} at queue: 1 at time: 14:50:43.745517700
TASK END: Task{ID=698, arrivalTime=16, serviceTime=8} at queue: 6 at time: 14:50:43.745517700
TASK START: Task{ID=8, arrivalTime=19, serviceTime=6} at queue: 6 at time: 14:50:43.747513700
TASK START: Task{ID=943, arrivalTime=18, serviceTime=5} at queue: 1 at time: 14:50:43.747513700
TASK START: Task{ID=888, arrivalTime=18, serviceTime=7} at queue: 0 at time: 14:50:43.747513700
TASK END: Task{ID=747, arrivalTime=16, serviceTime=8} at queue: 2 at time: 14:50:44.723043
TASK START: Task{ID=112, arrivalTime=19, serviceTime=3} at queue: 2 at time: 14:50:44.723043
Time = 36
TASK END: Task{ID=77, arrivalTime=18, serviceTime=5} at queue: 10 at time: 14:50:44.754894300
TASK END: Task{ID=183, arrivalTime=18, serviceTime=4} at queue: 5 at time: 14:50:44.754894300
TASK START: Task{ID=129, arrivalTime=19, serviceTime=5} at queue: 10 at time: 14:50:44.754894300
TASK START: Task{ID=128, arrivalTime=19, serviceTime=7} at queue: 5 at time: 14:50:44.754894300
TASK END: Task{ID=123, arrivalTime=17, serviceTime=7} at queue: 4 at time: 14:50:45.729421600
TASK END: Task{ID=677, arrivalTime=18, serviceTime=3} at queue: 14 at time: 14:50:45.729421600
TASK START: Task{ID=319, arrivalTime=19, serviceTime=4} at queue: 4 at time: 14:50:45.729421600
TASK START: Task{ID=253, arrivalTime=19, serviceTime=3} at queue: 14 at time: 14:50:45.729421600
TASK END: Task{ID=991, arrivalTime=16, serviceTime=7} at queue: 19 at time: 14:50:45.745371700
TASK END: Task{ID=191, arrivalTime=17, serviceTime=6} at queue: 11 at time: 14:50:45.745371700
Time = 37
TASK START: Task{ID=309, arrivalTime=19, serviceTime=5} at queue: 19 at time: 14:50:45.745371700
TASK START: Task{ID=220, arrivalTime=19, serviceTime=6} at queue: 11 at time: 14:50:45.745371700
TASK END: Task{ID=816, arrivalTime=18, serviceTime=4} at queue: 17 at time: 14:50:46.739217300
TASK START: Task{ID=363, arrivalTime=19, serviceTime=6} at queue: 17 at time: 14:50:46.739217300
Time = 38
TASK END: Task{ID=248, arrivalTime=17, serviceTime=7} at queue: 12 at time: 14:50:46.755158500
TASK START: Task{ID=335, arrivalTime=19, serviceTime=5} at queue: 12 at time: 14:50:46.755158500
TASK END: Task{ID=472, arrivalTime=18, serviceTime=5} at queue: 3 at time: 14:50:46.786065200
TASK START: Task{ID=446, arrivalTime=19, serviceTime=7} at queue: 3 at time: 14:50:46.786065200
TASK END: Task{ID=771, arrivalTime=17, serviceTime=8} at queue: 16 at time: 14:50:47.733729400
TASK START: Task{ID=727, arrivalTime=19, serviceTime=7} at queue: 16 at time: 14:50:47.733729400
TASK END: Task{ID=112, arrivalTime=19, serviceTime=3} at queue: 2 at time: 14:50:47.749685100
TASK START: Task{ID=839, arrivalTime=19, serviceTime=8} at queue: 2 at time: 14:50:47.749685100
TASK END: Task{ID=430, arrivalTime=18, serviceTime=6} at queue: 15 at time: 14:50:47.749685100
TASK START: Task{ID=627, arrivalTime=19, serviceTime=7} at queue: 15 at time: 14:50:47.749685100
Time = 39
TASK END: Task{ID=240, arrivalTime=18, serviceTime=7} at queue: 7 at time: 14:50:47.797528200
TASK START: Task{ID=947, arrivalTime=19, serviceTime=7} at queue: 7 at time: 14:50:47.797528200
TASK END: Task{ID=253, arrivalTime=19, serviceTime=3} at queue: 14 at time: 14:50:48.762227400
TASK END: Task{ID=331, arrivalTime=18, serviceTime=8} at queue: 8 at time: 14:50:48.762227400
TASK END: Task{ID=168, arrivalTime=18, serviceTime=8} at queue: 18 at time: 14:50:48.762227400
TASK START: Task{ID=996, arrivalTime=19, serviceTime=3} at queue: 14 at time: 14:50:48.762227400
TASK START: Task{ID=146, arrivalTime=20, serviceTime=3} at queue: 18 at time: 14:50:48.762227400
TASK START: Task{ID=173, arrivalTime=20, serviceTime=6} at queue: 8 at time: 14:50:48.762227400
Time = 40
TASK END: Task{ID=943, arrivalTime=18, serviceTime=5} at queue: 1 at time: 14:50:48.792140100
TASK START: Task{ID=169, arrivalTime=20, serviceTime=5} at queue: 1 at time: 14:50:48.792140100
TASK END: Task{ID=319, arrivalTime=19, serviceTime=4} at queue: 4 at time: 14:50:49.749895200
TASK START: Task{ID=411, arrivalTime=20, serviceTime=3} at queue: 4 at time: 14:50:49.749895200
TASK END: Task{ID=80, arrivalTime=19, serviceTime=6} at queue: 9 at time: 14:50:49.764840100
TASK START: Task{ID=506, arrivalTime=20, serviceTime=8} at queue: 9 at time: 14:50:49.764840100
Time = 41
TASK END: Task{ID=129, arrivalTime=19, serviceTime=5} at queue: 10 at time: 14:50:49.796740300
TASK END: Task{ID=8, arrivalTime=19, serviceTime=6} at queue: 6 at time: 14:50:49.796740300
TASK START: Task{ID=518, arrivalTime=20, serviceTime=8} at queue: 10 at time: 14:50:49.796740300
TASK START: Task{ID=473, arrivalTime=20, serviceTime=4} at queue: 6 at time: 14:50:49.796740300
Time = 42
TASK END: Task{ID=309, arrivalTime=19, serviceTime=5} at queue: 19 at time: 14:50:50.793226400
TASK START: Task{ID=558, arrivalTime=20, serviceTime=5} at queue: 19 at time: 14:50:50.793226400
TASK END: Task{ID=888, arrivalTime=18, serviceTime=7} at queue: 0 at time: 14:50:50.809173100
TASK START: Task{ID=615, arrivalTime=20, serviceTime=6} at queue: 0 at time: 14:50:50.809173100
TASK END: Task{ID=146, arrivalTime=20, serviceTime=3} at queue: 18 at time: 14:50:51.787659400
TASK END: Task{ID=996, arrivalTime=19, serviceTime=3} at queue: 14 at time: 14:50:51.787659400
TASK START: Task{ID=52, arrivalTime=21, serviceTime=7} at queue: 18 at time: 14:50:51.787659400
TASK START: Task{ID=10, arrivalTime=21, serviceTime=4} at queue: 14 at time: 14:50:51.787659400
TASK END: Task{ID=850, arrivalTime=18, serviceTime=8} at queue: 13 at time: 14:50:51.787659400
TASK START: Task{ID=999, arrivalTime=20, serviceTime=8} at queue: 13 at time: 14:50:51.787659400
Time = 43
TASK END: Task{ID=220, arrivalTime=19, serviceTime=6} at queue: 11 at time: 14:50:51.803593600
TASK END: Task{ID=335, arrivalTime=19, serviceTime=5} at queue: 12 at time: 14:50:51.803593600
TASK START: Task{ID=719, arrivalTime=20, serviceTime=3} at queue: 11 at time: 14:50:51.803593600
TASK START: Task{ID=722, arrivalTime=20, serviceTime=8} at queue: 12 at time: 14:50:51.803593600
TASK END: Task{ID=128, arrivalTime=19, serviceTime=7} at queue: 5 at time: 14:50:51.819627600
TASK START: Task{ID=228, arrivalTime=21, serviceTime=5} at queue: 5 at time: 14:50:51.819627600
TASK END: Task{ID=411, arrivalTime=20, serviceTime=3} at queue: 4 at time: 14:50:52.782208900
TASK START: Task{ID=322, arrivalTime=21, serviceTime=4} at queue: 4 at time: 14:50:52.782208900
TASK END: Task{ID=363, arrivalTime=19, serviceTime=6} at queue: 17 at time: 14:50:52.798113800
TASK START: Task{ID=296, arrivalTime=21, serviceTime=3} at queue: 17 at time: 14:50:52.798113800
Time = 44
Time = 45
TASK END: Task{ID=169, arrivalTime=20, serviceTime=5} at queue: 1 at time: 14:50:53.839234800
TASK END: Task{ID=473, arrivalTime=20, serviceTime=4} at queue: 6 at time: 14:50:53.839234800
TASK START: Task{ID=455, arrivalTime=21, serviceTime=8} at queue: 1 at time: 14:50:53.839234800
TASK START: Task{ID=670, arrivalTime=21, serviceTime=8} at queue: 6 at time: 14:50:53.839234800
TASK END: Task{ID=446, arrivalTime=19, serviceTime=7} at queue: 3 at time: 14:50:53.855180300
TASK START: Task{ID=633, arrivalTime=21, serviceTime=8} at queue: 3 at time: 14:50:53.855180300
TASK END: Task{ID=727, arrivalTime=19, serviceTime=7} at queue: 16 at time: 14:50:54.804025
TASK START: Task{ID=31, arrivalTime=22, serviceTime=3} at queue: 16 at time: 14:50:54.804025
TASK END: Task{ID=173, arrivalTime=20, serviceTime=6} at queue: 8 at time: 14:50:54.819972700
TASK END: Task{ID=627, arrivalTime=19, serviceTime=7} at queue: 15 at time: 14:50:54.819972700
TASK START: Task{ID=179, arrivalTime=22, serviceTime=4} at queue: 8 at time: 14:50:54.819972700
TASK END: Task{ID=719, arrivalTime=20, serviceTime=3} at queue: 11 at time: 14:50:54.819972700
TASK START: Task{ID=852, arrivalTime=21, serviceTime=7} at queue: 15 at time: 14:50:54.819972700
TASK START: Task{ID=679, arrivalTime=21, serviceTime=5} at queue: 11 at time: 14:50:54.819972700
Time = 46
TASK END: Task{ID=947, arrivalTime=19, serviceTime=7} at queue: 7 at time: 14:50:54.866608900
TASK START: Task{ID=68, arrivalTime=22, serviceTime=5} at queue: 7 at time: 14:50:54.866608900
TASK END: Task{ID=10, arrivalTime=21, serviceTime=4} at queue: 14 at time: 14:50:55.829509400
TASK END: Task{ID=296, arrivalTime=21, serviceTime=3} at queue: 17 at time: 14:50:55.829509400
TASK END: Task{ID=839, arrivalTime=19, serviceTime=8} at queue: 2 at time: 14:50:55.829509400
TASK START: Task{ID=716, arrivalTime=22, serviceTime=4} at queue: 17 at time: 14:50:55.829509400
TASK START: Task{ID=400, arrivalTime=22, serviceTime=3} at queue: 14 at time: 14:50:55.829509400
TASK START: Task{ID=833, arrivalTime=22, serviceTime=6} at queue: 2 at time: 14:50:55.829509400
Time = 47
TASK END: Task{ID=558, arrivalTime=20, serviceTime=5} at queue: 19 at time: 14:50:55.845162600
TASK START: Task{ID=785, arrivalTime=22, serviceTime=3} at queue: 19 at time: 14:50:55.845162600
TASK END: Task{ID=322, arrivalTime=21, serviceTime=4} at queue: 4 at time: 14:50:56.823981800
TASK START: Task{ID=870, arrivalTime=22, serviceTime=4} at queue: 4 at time: 14:50:56.823981800
Time = 48
TASK END: Task{ID=228, arrivalTime=21, serviceTime=5} at queue: 5 at time: 14:50:56.871594700
TASK END: Task{ID=615, arrivalTime=20, serviceTime=6} at queue: 0 at time: 14:50:56.871594700
TASK START: Task{ID=891, arrivalTime=22, serviceTime=7} at queue: 5 at time: 14:50:56.871594700
TASK START: Task{ID=848, arrivalTime=22, serviceTime=5} at queue: 0 at time: 14:50:56.871594700
TASK END: Task{ID=31, arrivalTime=22, serviceTime=3} at queue: 16 at time: 14:50:57.836335300
TASK START: Task{ID=936, arrivalTime=22, serviceTime=5} at queue: 16 at time: 14:50:57.836335300
TASK END: Task{ID=506, arrivalTime=20, serviceTime=8} at queue: 9 at time: 14:50:57.852374200
TASK START: Task{ID=149, arrivalTime=23, serviceTime=4} at queue: 9 at time: 14:50:57.852374200
Time = 49
TASK END: Task{ID=518, arrivalTime=20, serviceTime=8} at queue: 10 at time: 14:50:57.868014900
TASK START: Task{ID=332, arrivalTime=23, serviceTime=7} at queue: 10 at time: 14:50:57.868014900
TASK END: Task{ID=52, arrivalTime=21, serviceTime=7} at queue: 18 at time: 14:50:58.844893700
TASK START: Task{ID=783, arrivalTime=23, serviceTime=8} at queue: 18 at time: 14:50:58.844893700
TASK END: Task{ID=400, arrivalTime=22, serviceTime=3} at queue: 14 at time: 14:50:58.860539100
TASK START: Task{ID=438, arrivalTime=23, serviceTime=6} at queue: 14 at time: 14:50:58.860539100
TASK END: Task{ID=179, arrivalTime=22, serviceTime=4} at queue: 8 at time: 14:50:58.860539100
TASK START: Task{ID=882, arrivalTime=23, serviceTime=7} at queue: 8 at time: 14:50:58.860539100
TASK END: Task{ID=785, arrivalTime=22, serviceTime=3} at queue: 19 at time: 14:50:58.876500400
Time = 50
TASK START: Task{ID=845, arrivalTime=23, serviceTime=6} at queue: 19 at time: 14:50:58.876500400
TASK END: Task{ID=716, arrivalTime=22, serviceTime=4} at queue: 17 at time: 14:50:59.868972200
TASK END: Task{ID=679, arrivalTime=21, serviceTime=5} at queue: 11 at time: 14:50:59.868972200
TASK START: Task{ID=171, arrivalTime=24, serviceTime=3} at queue: 17 at time: 14:50:59.868972200
TASK END: Task{ID=999, arrivalTime=20, serviceTime=8} at queue: 13 at time: 14:50:59.868972200
TASK START: Task{ID=166, arrivalTime=24, serviceTime=7} at queue: 13 at time: 14:50:59.868972200
TASK START: Task{ID=977, arrivalTime=23, serviceTime=8} at queue: 11 at time: 14:50:59.868972200
Time = 51
TASK END: Task{ID=722, arrivalTime=20, serviceTime=8} at queue: 12 at time: 14:50:59.884919500
TASK START: Task{ID=98, arrivalTime=24, serviceTime=4} at queue: 12 at time: 14:50:59.884919500
TASK END: Task{ID=68, arrivalTime=22, serviceTime=5} at queue: 7 at time: 14:50:59.915816200
TASK START: Task{ID=304, arrivalTime=24, serviceTime=6} at queue: 7 at time: 14:50:59.915816200
TASK END: Task{ID=870, arrivalTime=22, serviceTime=4} at queue: 4 at time: 14:51:00.862497300
TASK START: Task{ID=340, arrivalTime=24, serviceTime=3} at queue: 4 at time: 14:51:00.862497300
Time = 52
TASK END: Task{ID=852, arrivalTime=21, serviceTime=7} at queue: 15 at time: 14:51:01.888308900
TASK END: Task{ID=149, arrivalTime=23, serviceTime=4} at queue: 9 at time: 14:51:01.888308900
TASK START: Task{ID=343, arrivalTime=24, serviceTime=7} at queue: 15 at time: 14:51:01.888308900
TASK START: Task{ID=735, arrivalTime=24, serviceTime=6} at queue: 9 at time: 14:51:01.888308900
TASK END: Task{ID=833, arrivalTime=22, serviceTime=6} at queue: 2 at time: 14:51:01.888308900
TASK START: Task{ID=421, arrivalTime=24, serviceTime=8} at queue: 2 at time: 14:51:01.888308900
